MASKED_STUDENT_ID,CUM_GPA
J8IN1ZO6,2.1
PMLWGSFF,2.86
IAQVPATZ,2.47
TFLXJEM7,3.09
5RXQLEBW,2.53
FUOXKFBR,3.17
UDFYF8S4,2.75
5PD7LFC4,2.97
NXHL5H4G,2.31
D3UYXFZL,3.53
MULSMW9U,3.31
BJ1SJVTH,3.24
UYDT7ODO,3.28
8WDERJDU,2.39
DZFZKGCC,3.0
Y5NAZK7S,3.19
QYB1CHPS,3.25
URKLWD9X,2.68
2FQYTTQT,3.07
WXK3FTEZ,2.88
3F8J7EYF,2.94
VDBRCATL,2.98
OJKTAXHC,2.56
5VOWJ5TK,2.24
PVESAZYV,2.73
T3YIZJG9,2.94
CU1GWDEY,3.08
8LQCP5CA,2.02
Z3DH4UDZ,2.88
F78I9MYI,2.52
YF5TJBNP,3.0
IBAAGSQF,3.16
UZK2CG17,2.68
X5VK86RO,2.71
COVLXEBT,2.56
AKCSKGES,2.61
JJNYC8SH,3.52
NPFDOBNB,3.7
CGGIYADA,2.95
MMEHO9GK,2.69
DZAVNYJC,2.6
QQAERVIA,2.33
PTMR4S1E,2.93
SD5JQCLR,3.68
3KBMAIFA,2.63
ZSL7WBDZ,3.06
7DH8AEUO,2.91
E8XLUZXF,2.72
36LG3QSO,2.69
Y7XRYIVN,2.83
3AVD4BZI,2.43
PWVD71YK,2.63
XZBR3RQT,2.88
JEDQLO3S,2.83
L4TSDISE,2.4
RVMEEOC1,3.47
ZZDEABFR,2.95
FTDX9ZPR,2.65
EZUDPIWQ,2.52
CBRJKECN,2.69
EWLNG5GT,2.87
2QIZOFFM,2.6
V8CPGD6L,2.7
JFJJG8CT,2.84
R1YLIR4H,2.88
NKSDMYLB,3.0
MRD87A8Q,3.5
WUMNUJMI,3.18
4DFGPDVG,3.03
DBIA1UCK,3.51
LVTYJRAU,2.91
FVOYZSLC,2.52
MDZ4ZMZH,2.94
WXJMAECR,3.4
JYGZJ7WA,2.73
16VNV8WX,2.71
H6NXBZUY,3.25
M2AZZVGT,3.13
65XCPISG,3.26
A74SKYQQ,2.62
BJIEHDLM,3.23
EOSSNXXY,2.96
Z2TAX2SE,3.0
HG5YXYBD,3.5
AVXV9OOQ,3.1
WM68EQE4,3.0
FIEJPYEC,3.03
DKDMXLYE,2.88
IIB4PLRS,2.55
COBOLT8W,2.97
Q1J8MW6X,3.3
KTV5UODH,2.22
X9LDSVBH,2.66
GPGMO4EC,3.25
WIURI63F,3.06
WRJZOUCA,2.79
YOAVU8OC,2.93
RZPFJDQX,2.8
VBKALWGL,3.05
NYKXMVB5,2.77
ONOS6MVL,3.41
74NNCQKJ,3.32
PHKZ5ZLJ,2.8
8OPWKGES,2.87
2SL84JXA,2.67
GLIXOGOK,2.93
KMLURVXL,3.07
KCOGWBJJ,3.21
TMDV8SWM,3.19
YRZNYAYD,3.03
PDFDINQQ,3.29
KI6J18BK,2.73
SSEJLSE3,2.94
8RPD7SIB,2.81
RIZUPR7N,3.46
QS1AY4C6,3.35
CQPZSF84,2.82
WCVF2EMQ,2.97
3STZX1DL,2.83
54VUK3OB,3.22
S4YQLHVR,3.17
CZJBDHLA,2.59
BRL4LMN5,3.46
R6MIWZQS,3.0
QE2O2VOI,2.16
7LHFCPMD,3.0
BDSILSQ3,2.66
RWXO68MP,2.95
Q6ULON98,3.18
LHBWTGOS,2.41
WHFG3G85,3.56
32WZ6EQV,3.44
ADH1MWSK,2.56
BLUXFCIU,2.91
XLILJFJS,2.59
IL1ZFHVQ,2.59
ZCHM8PC8,3.12
JPDGMWTF,3.06
LNUPTALP,3.35
JXLN47EG,2.93
UE1KNQMF,2.81
OFXAPNZK,2.39
MU3SIFM7,2.94
R9SRDO6Y,2.69
C1JOXEWG,2.78
MZSZTRPE,3.07
EFUPHLCI,2.28
IISHOUGQ,2.65
K995APSH,2.42
ZHAF4SNN,2.62
PZZBBBBW,2.6
ZX8KRNYL,2.94
AJLQGNHS,2.45
Q3JOCN7Z,2.63
CCWILRG2,3.2
6JXTW8K5,3.02
S2IZN7CJ,2.89
PAE6JF44,2.57
8WPEJ2XK,2.97
PEWFUWTJ,2.6
FZ66D7OT,2.43
Q7SEJ8X4,2.66
D6FGXN3H,2.98
U6PYIE5G,2.78
3U5RP4EE,2.9
4GISVNKM,2.67
VMYKVEN4,2.79
ZBD2VCVV,2.64
8NLQ1G2S,3.06
IIQIE5DO,2.76
ZBISPQJE,2.74
NV2QJLRW,3.05
QXU1DOQY,3.09
LDB3SOHI,2.54
2SNZJME7,2.77
4MEMLDZ7,2.97
4T6JJC48,2.62
U6RETXIS,2.99
PXJJQF7C,2.64
CERP4HLY,2.01
VKH8OUHO,2.85
9MBY85QX,2.97
AP4DSNUT,2.53
HYYOINPK,2.64
O3TIJPCC,2.15
RBEVYEP1,2.59
MMMUIFVJ,2.38
KYYU8TAB,2.26
FOSNCLR3,2.85
SE8LUN4X,2.46
GOYDHTYM,2.41
WFQKOJPM,2.39
IXGLHBSM,2.15
AW4RHN41,3.11
9QHZFDEC,2.9
IZHCM7AM,3.31
WOFZS2A2,3.63
F9KFYMRP,2.92
NX9BZ41O,2.6
TAOHEU3U,3.09
LMJHK3HA,2.82
HUNTMLYC,2.7
DGFSDCT5,3.11
L7HXF9SW,2.54
G3JDPAGC,3.12
GTYD7RXN,3.27
STUGFBTH,2.85
VMQSLMP4,2.67
ONYAK7YU,3.45
MKQJLCDD,3.4
2OVDDV42,3.02
XQBXHBCF,2.98
UCJQJLSY,3.42
Q2UQOD5K,3.34
I8HLJC7K,3.1
ABV8UU7T,3.68
GYP2JA4L,3.36
SZRIS35N,3.32
XV6G6CM1,2.88
26KH4GMB,3.21
SOTWO9O8,3.57
WFWLGRAE,3.34
RPNIKGWS,3.55
GT2FLVMO,2.66
P2G1T1IC,2.83
SFERGGDI,2.98
45FIKBFM,3.43
SP2KFCMA,2.9
C9BSZNSE,3.38
WNYBUKOP,3.0
FODCRJIR,3.0
KCBIMSAN,3.25
LMTHCZYD,2.59
YXD54DHQ,2.93
U1EDLT4P,2.73
BITHLSAO,2.98
FRV3JXBP,3.06
3IO5N9DC,3.14
ZJAGD8TG,2.89
GRIB4HOG,3.09
CQ3CH5P9,2.45
Z73OD5OP,3.22
IWWKBGON,3.47
1SW7A178,2.94
AIUE6ZT1,3.0
IGUGRD36,2.95
EJGCNJOE,2.83
QNXXSPN7,3.5
U6ERVYVV,2.75
1D2LD1AV,2.75
J2JFELFY,3.04
EOHLZCS9,2.65
MWL5CBN8,2.7
LFOBCNBT,3.41
1G3E7M8C,2.76
QFBIPRSM,3.4
IO9ILI5M,2.95
OCPVKZFX,2.91
GA9NSFJN,2.91
MBJO88VU,2.8
MPSKREFV,2.97
RCAYDIPT,3.02
GPHJJAIK,2.62
GJHDGR7J,3.41
QCDDBQES,2.91
CEW9GXHS,3.8
F34ER62H,3.23
LEOK9QFM,2.9
WFOCNVF1,3.17
FWUWHD8F,2.71
DLPG4NFF,2.52
RSLMGERZ,3.31
XYLZSMJI,3.03
NIPLE9EM,3.1
WKG9JUFE,3.41
OS62QDJA,3.5
OWNOJUEZ,3.22
CCR8NOYF,3.1
HLBPM8EH,2.72
EIC4AO9Q,3.02
RTGKI8TK,3.45
NWAXCJ9Z,3.08
URRGACRC,2.92
6ZSZ3BWG,2.6
S1WCJ7DC,3.5
EXUKOUNI,3.02
27BSVWTJ,2.83
RAKFABSJ,3.24
WTWDJFCE,3.13
NKGBX9H2,2.69
2KSZPLFC,2.83
XLEXEG4Y,2.97
BFYSIJNO,3.15
MBKWOBMI,3.6
SXGOCPFV,3.77
KJWGH2IB,3.52
XCYEX1EP,3.16
K9RVFKCW,3.17
Q1YSKBFF,3.18
EF7NGMRR,2.91
NCJR1CHE,2.8
NWJ6CEFR,2.73
HE86BLNY,2.77
1VA6MXOG,2.7
SPN1THDY,3.06
KZNTC2QO,3.52
L54EJP1L,2.69
RJTQXTGS,2.74
ZKERBMV3,3.21
BLEBEMQT,3.12
TH3ODIY1,2.95
DBMPJ96X,2.44
ZGRT14WR,3.0
HSEGSVIJ,3.31
JZ5FYRFM,2.75
KVJVL64K,2.86
UABNZYWJ,2.63
Z5XBEIAN,2.44
XQZBAKPB,3.02
TFNTWO6B,2.73
SFQGGOUB,3.26
CUH5XIIO,2.83
QJFUSDFH,2.65
QBAALOIS,3.04
TDTZUC2N,2.76
XZM2RQGR,3.11
VFS5M5ZB,2.7
UEW53CUH,3.2
SBAFMGTO,2.98
ZHJLK6PY,4.0
X7NJGUQB,2.58
DHGM39L3,3.04
BEEF9LT5,2.78
SBNH1XVY,2.86
YNND2ENN,3.77
IQVHGXTO,3.02
CVOAQ6JE,3.09
TRMCI7AD,3.38
LI3BDMXI,2.56
XJTW3ES3,2.24
NTGLX5EI,3.19
NMULUJX4,2.56
LRIDUSZS,2.64
CZYUBDZF,2.74
K6EN9XF8,2.38
HYWQNNO1,3.07
EXVXIEFA,3.01
IQFHANDC,2.61
UFGMRKIB,2.83
6WO7RNGJ,2.33
SLUERI64,3.29
MTTMR96D,3.42
WYLHEBLU,3.0
BWLAKH6E,3.0
GOLPDYRS,2.83
BMI7MZET,2.13
S2GZVRWM,4.0
KV48CNFD,2.84
PQAFW9K6,2.78
7HQ7LGMM,3.23
GX23I5UB,3.25
J63YDBNZ,3.11
XQLYD1BD,3.03
ZUEWEEG2,2.5
QEGPMEMD,2.63
JKWWH6FT,3.0
GGGNIK7L,3.15
I7XTNZV5,2.14
EAGZFTDI,3.13
LQH6I9PT,2.8
GEXJCIDC,2.86
LNFJLDH4,2.96
HAK5M4IL,2.79
IK3SKSVI,2.17
B3VDWMZM,2.75
YCYVVMNF,2.71
FRJZJN7F,2.98
X3WH7LPI,2.86
EYITNHV1,2.63
LITFFIGQ,3.45
IIO9ABTA,2.84
PQ6D599Y,2.5
CR2CITG1,2.59
Z3BPYDOR,3.11
E8TUTVTP,2.48
EJOPM3M6,2.29
OGTVWKRD,2.24
U3SYXR8B,2.63
FJDCLZQA,3.21
ZI2ILDFD,3.01
69YQEEWJ,3.04
RPML2P2Y,2.15
HH6GLOBD,3.14
IUXNSHFX,3.11
PEGXDOIB,3.0
1VARSC9B,3.21
XSTGOZMH,3.61
W6MWC5E5,2.77
8QHVL74H,3.26
GCFKDIDL,2.66
OYTQMJAZ,3.0
FYEZBKLL,3.1
3WWZASYH,3.23
G9B6GRFF,2.68
CXX9HCLC,3.24
YHFMHPE3,2.98
MICQHFXC,3.48
E6DAELWY,2.5
SH9CCU3E,2.71
Q3ORZMQJ,2.21
HVNGPBBC,2.91
TQXSWIJW,2.95
KVFYMNNQ,3.44
O2TOYISC,3.44
FCNQQU1G,3.32
KEZQCINY,2.76
TBC11FZH,2.49
YHPRWVAY,3.68
S9YMMGIA,3.36
UAEUNDPA,3.77
ZFVSNOSA,2.71
GMXP6VF2,2.25
YUHR4TVM,3.06
CJLNFFCV,3.19
HQG6KS8S,3.9
UWBHFAWG,3.09
JWDINSLL,3.02
96TAEBHJ,3.43
BIRQZ3TE,3.18
FZ62BYK5,3.39
KJUKQPUQ,3.4
OFOEJWJY,3.3
1DU1QOWC,3.1
OYKBO9FF,2.8
VUHXDPKA,3.5
PUWNVAZZ,3.2
TJPSV3DG,3.38
SFDZ1MNZ,2.61
UH3NNQTC,2.25
K5OJZINP,3.34
XBVIWPCY,3.47
AQWWSJXA,3.31
JSCGFJZW,2.92
CX8HJLEI,3.08
2L3SY5ES,3.12
EPVK3DAE,3.32
1YKECC6F,2.73
TTKEKTGB,2.64
2GTGI6I2,3.57
W1TY6FLT,3.63
PZZ7HMFH,2.75
PU1JUZS6,3.17
6ZUPOMNW,2.85
LAFXPHFV,3.36
36KSBE2B,2.64
XS3HGOGR,2.76
CWKKGPRZ,2.53
1U4OBWB8,2.89
VHISFCTT,3.9
EJB2FMLN,2.57
WMZNMBBL,2.61
SRTDETQO,2.99
MHTAOILL,2.88
HNNB6SVF,3.14
EYVQMYCT,3.64
BP6SQWJ1,3.17
RG3FSNXE,2.6
FNQPA5SB,3.22
K74CENIL,2.5
NGLJ7RHV,2.99
RF7IYQSY,3.0
MWBVWXRV,2.93
FY9NSXRF,2.78
MJEIFYID,2.68
YMAGFZR1,3.41
CPFD19KN,2.65
OYRQXGJ5,3.57
FMN4RKFC,2.55
V7DNAUNQ,2.81
PRJ67M6P,2.86
7DDBI9A1,2.88
PLXL5KFF,2.57
6KEMVRHH,3.56
JMASCBKY,3.19
9FSDWK6A,2.99
E9HN3UAQ,2.66
YI8MG2SG,3.12
6WBHWUGZ,2.91
KA4IRWDS,3.01
QYKSFEYK,2.66
J9LAPVL5,3.63
XUXCDGUA,3.62
WHYQB2UI,2.36
2RJJEEBM,3.3
56DJRTGF,2.63
6WT18K4S,3.08
NYVGHG15,3.33
FJJXOLD3,3.5
AUN1SKVJ,2.88
NLGB8DVV,3.31
DZOF4RBI,2.84
OIOZ3L7R,2.97
UVNNB59Z,3.31
QBKWVL8Z,3.38
BJIMUBYJ,3.44
1ZBLXFUY,3.5
BJSWHCAQ,3.2
O36JOXPZ,3.01
OQTC9BTB,2.49
3BUKWSMF,3.52
KRILK6AJ,2.76
9KYUA6A9,3.5
1J5IIJ1A,3.47
UPCXH8HT,3.14
A885FSZG,3.05
CPZFXUFL,2.37
LZNVSQCV,3.23
DA2EQOKZ,3.04
AHE8HQAW,3.32
HF6VPZBR,3.17
OCJQZILB,3.39
RN12VNSK,2.78
TZXHHFVM,2.79
LGQGZXXL,2.99
CIIRUYCJ,2.43
CJKGHSMO,2.85
ODLQ6CIH,3.25
GFHQJ37E,3.25
8AJSHFQX,3.0
9XJC1ZI5,2.89
GOYIOBJL,2.88
VUONUGS4,3.19
DCYMVHCI,2.99
ZQTNQ5KG,3.23
FR4ZTT8T,3.07
XIB5VL81,3.36
5WHHTY41,3.0
WA9I6PUI,3.09
NMVNGZOL,2.99
AG2FTBFF,2.58
IA2UEKHJ,3.23
2PI2KQNU,2.64
PDCPQHTE,3.23
PDSGIWTH,2.74
PVTZ2FLB,2.99
BZJ8NHCV,2.82
EVYGEL6G,2.93
QJEJSQ91,3.62
BYRS4TC9,2.34
FYCWRHJJ,3.7
VMYS69PH,2.5
4PE4KT7B,3.19
NRFV2ETB,3.36
RUY6NQN5,3.24
GR46DDUZ,2.54
CHQX46VP,2.87
PVGPY4PI,2.92
4QOYDKTL,2.92
XV6VZXKD,3.23
19AGAQPI,2.61
5VGUSEME,3.17
GEC9N98M,2.82
CHKHCK4U,2.86
HRHIAB3Z,3.1
5XBP6KZ5,2.91
EIOV3BZT,3.31
LHBU8LTX,3.04
E5ZNAGUN,2.59
HUAQQTGR,3.2
SG8NFJEF,2.1
CKCPG3KY,3.13
CI2T2CGZ,3.08
4GGHRENB,3.17
1DHD4TV3,3.35
TF2LWGNL,3.25
F3KWFD1Q,3.0
VL7BXMAE,2.83
4RCNUFB9,3.83
AUMMEAGO,3.25
P4WQWFRL,3.63
9XCAANO8,3.75
Y1D95UXF,2.64
CXKGZC79,2.09
YZGKKLVD,2.45
EQ7JH3FM,2.27
MOD9UEEX,2.72
8AHOFHBT,2.19
PCH6PQNH,2.58
T7MK6HKI,2.1
ZNV7ZTPN,2.12
YULUENJC,3.08
MQN1OFUV,3.0
VEJAWMOD,2.43
EK377ZIB,2.74
F8JVEL9W,3.19
JCPNEGHM,3.63
DVEVKHJA,2.84
IUFKEEHX,2.71
1LTGKDNU,3.18
S4RTXTSN,2.85
EKEIJ7HI,3.13
8OBFAQGK,3.07
5IVQ19IP,2.69
2R95NOHU,3.2
YPONGNDZ,3.0
TWMCKDUI,2.72
7USLEATB,2.9
UAGDXCGP,3.03
1G1LMTZK,3.32
YREA7IIR,2.04
4VS9YDDA,3.17
4BTQZ3AE,2.97
P4V1JFTU,2.84
QTPVJDET,2.92
ZNOOPQI2,3.07
9T9L5ZOJ,2.71
KXP5GFO8,2.81
U4IMR4NK,3.15
SK7TZZCE,3.0
IBGU978Y,3.16
HOOQHMDK,3.15
GNJRXQEB,3.47
ZBXUJBDG,3.12
DGCOCEAD,2.97
UVOIPIXA,2.39
L5GPYKMX,2.86
MQYOZXSP,2.82
ELXINGJL,2.96
5GKPGZYB,3.08
FSASKBWR,2.56
GHZBQRU4,2.81
Q5YKSGL5,2.81
WMIDCGKD,3.19
HF4XQW9X,3.09
BUGCCKBY,2.93
SLKXRPD6,2.61
4AZNVE8K,2.66
WJCRH9EG,2.75
TJRGA5KW,2.93
YLOFTVXG,2.85
RDJH5JSI,3.25
AGK4WSEQ,3.07
YJER7WC4,3.07
JKQ68WJ8,2.86
BYU7K2UG,2.78
ZBWENML4,2.68
OWVDWCWJ,2.57
HEJTCMGW,2.4
VZ9LFK9T,2.67
G41VAKIL,2.45
QATV1ACG,2.89
X8BEZUS7,2.38
LEW3W6ER,2.8
JREXIRSO,2.63
OHGCW5JC,2.67
2HECI9JK,2.97
FF1FEOMS,2.91
FJY3A4DO,2.42
FDP9TSW8,3.39
3PCVSNKI,2.82
JTZREZ8N,2.49
XKRIPSK5,2.84
FFQNTFAB,2.36
UJOTW5FQ,2.8
98CXS2U2,3.33
287G7BZM,2.38
R2FLLA1C,2.6
8OACMP3U,3.1
FBRJXF8U,2.38
VSJOKFXO,3.08
6NLIEVNA,2.1
TXQHATWV,3.29
REBEJQH5,2.88
J3QUNHLM,2.8
9EQES6YR,2.9
ACNALHZ3,3.0
YQHERRAE,2.25
NL86ZVXP,2.5
ECOYSE7L,2.7
YF7JPU1F,3.22
ATBCPZYL,3.0
ZIPNWF1E,3.21
MMEHOELY,3.08
CUEUXHPQ,3.29
KGAPCL5D,2.63
VSFPLWI7,2.83
WFNGTXSI,2.57
OYIKTRIW,2.83
F6AP5QCI,3.26
BNIAVQKA,3.53
AGJO7GPU,3.04
LLAV5JZV,2.68
LJFPHNK2,3.07
KYCQSBPE,2.81
IP41DKPO,3.74
IHUDZECK,3.34
6ANCSEFI,3.07
NW9BRRS7,2.93
VYMKNZTT,2.6
QDON5AFW,3.19
IDYTJFCA,2.75
VXM4KRMJ,3.19
N6FHJQHF,2.59
VUKQO971,2.75
SNKVS3VV,3.39
YCADACXI,3.12
CXPMC9LJ,3.16
9AT6HRNI,3.54
PO1ECOZQ,3.47
U1MEOMCI,3.57
3LX35RHR,3.33
4JFVVONS,3.46
CHMEEEEO,3.59
PE2FML4G,3.6
K7SZYCVJ,3.48
IXMHYXDN,3.0
YL267FQG,2.86
ZSKVZSVU,3.53
NNOONOVN,3.44
6WOKPTDH,3.21
JFDVP7RA,3.64
UQULICNS,3.59
KZREIFKT,3.72
5HDWUMPU,3.39
KYIBSMA8,3.35
G9IRVLB3,2.91
7SQKUVGH,3.4
A5DMPFFU,3.67
8DG5HQAY,3.56
HCRVGAIV,3.69
ZOJ8XVDA,3.68
K8LRUGBP,2.9
LTI2ZWXX,2.86
CT6WO46C,3.53
ZWXP7MYY,3.18
7G7ZT8OC,3.55
NQZ7LGZT,3.48
MZIOX1YX,3.51
1X37BSBK,3.96
4CZ4T7U4,3.7
M9SBWTIB,3.48
HODJQKAN,3.59
RVRDOGJW,3.28
MLJ32IRP,3.88
2QJZB22Y,3.48
KKUAZRTO,2.56
TTCXFQI3,2.56
UXUJDHSA,2.95
9OGVRD1T,2.41
ED8PHXOM,3.29
FY2ZQDQF,3.27
GQJJWISG,2.82
DGQAGVPL,3.29
COETIIST,2.49
YXWJCM5V,3.12
XYNAW61U,2.27
POXSSQ2E,2.75
9LF5XHWW,3.03
HVX7L4W5,2.47
SFIJFODA,3.39
H7OQMZFY,3.13
GRJD5GHQ,3.38
XU9V3JVP,2.4
OKVYVXK7,3.41
P9QQWSXE,2.37
CFPCPIQT,2.31
WD3H3HR4,3.52
RCPBAR76,3.04
YZOXYJPM,2.83
EXUSJBMS,2.81
UYZW7SUB,3.5
V2TNKWE5,2.5
HS2MLGXM,2.69
TLIV4HGL,2.14
O5O8Q8YU,2.08
NAHYLJQA,3.18
QWIXGHAP,3.7
OOY2LFOU,2.92
MCOJMUWL,2.57
GPEB3VS9,3.25
KHXGHNKF,3.58
MGNMZVTC,2.58
AMVGGY3G,3.25
MIC1PB96,2.83
FPKHIOI3,2.42
15HVNL78,2.92
IFKTK8RI,2.42
FCWIV5Z8,3.0
E9LLY6SW,2.93
PHHGC7VV,2.42
SO6FQJKV,3.33
MARXI7HC,2.7
UYMGDS6M,2.58
JVCOF3PF,3.42
HHXUROTX,2.93
O6URQJUN,2.33
OZMSSIZJ,3.17
PZDTETJL,3.5
7PXVCWCO,3.17
GYAYMZCN,2.29
QWDWW2Y8,2.71
W4ITBHM2,3.75
ZJEWAYUL,3.08
L7PJYORI,2.58
5T5SOK23,3.25
XK5V7MFC,2.36
1F333YG2,2.88
IDTOO7NK,3.05
VQVRUEOO,3.34
F77CW9AV,3.13
XAPGZVWD,2.89
PDNLKWYA,2.91
RH3NFJI9,2.96
E7UTZKZS,3.43
2BWXZCVD,3.66
IS55EHF1,3.95
HOVFGEZA,3.58
BGN3TFRM,2.72
MF4FSMNG,2.65
4COVFZB4,2.98
R1RXLWTO,2.95
7KBMMWAK,2.81
NYPZCQ9B,2.91
KBQTUEIE,3.25
NDUCPOQG,3.51
WVCISIHL,3.75
6LBLENEJ,2.68
AYREL7SP,2.16
ACFOFKOV,2.62
5WDTTULV,3.46
EYMGY9XV,2.88
JLENCB25,2.72
HNVZP4RK,3.62
L6MCCIZP,3.94
KRFWQFTL,2.29
EC8OTGRF,3.14
2KDH9VNH,2.76
LSYJ7EYF,2.56
KCH7MPDU,2.88
SBVKIA9C,3.03
M6AKMV4M,2.9
DPEPGLIW,2.75
LG5YY8LC,2.61
WSTLUVNJ,2.53
GOMKT2NO,2.42
UKXBMELC,2.93
AD4TQFBT,3.32
8OFCYGJG,3.11
GXA3UFPC,2.61
NPNTYCST,2.85
EEFPEB1U,2.17
65U48HRJ,2.97
WJ96YTGF,3.21
SCK3WB1C,3.26
5L4Z5WIW,2.54
4DCZ3MZO,2.44
36SWAK8H,2.46
BKVVP9SR,2.78
5RSURUPB,2.96
VR5Z2XI9,3.7
THFZ13FZ,3.38
5EYEVCI1,3.66
PLFXVNBK,4.0
VHSQ1LI4,3.23
ADJWI3II,3.32
II9OW8YR,2.95
CHOCH71H,3.12
LOUNPLUD,3.49
ZPBW1ICW,2.97
WORKDOBM,3.41
DSGQ8GF4,3.06
OFNV6JOD,2.6
GHDETWEK,3.4
PVDGZVCZ,3.06
DH3KCAQI,2.18
OSVOCJBF,2.91
Y2WQTQBR,3.28
FHEUEBQK,2.59
WV5MUELD,2.6
CYJIYKBN,2.55
WC78CLPQ,3.0
EN6PLWD1,2.38
M9QCUQMS,2.92
ULAZ4KJ4,2.52
DHLB4H2S,2.39
ANFLNSBV,2.59
WAOYKSWZ,2.52
ZISWY6AI,3.07
FXKFJNQD,3.27
KTOYXEBF,2.04
FREOUEBN,2.9
AVKTW7W1,3.22
5BGXLSTE,3.25
BVK4PMND,3.33
6H7UAN1Y,3.06
D6TMVVXU,3.04
OKJ91CX3,3.35
ZBVFNMDH,3.54
P4YWMM6V,3.69
JXD9IKGD,3.32
4LVWOTXK,3.21
OIYAES9I,3.07
YR6ENGFY,3.04
SNLDIAVA,3.16
AQPFKGEC,3.5
AVPCUHFL,3.68
HEA86OFB,2.28
E7K7Y2OD,2.76
OZDCCHWM,3.46
D4CZE9Z6,2.79
61F8JYSR,3.09
HFR4HYOA,2.99
U5XEUCTN,3.23
NIORJIWX,2.83
AAJON6JA,3.23
OPCXVHED,3.06
AOI5YMCX,3.06
TQXUYKNN,3.37
IMFUFEIP,3.08
ZIIQCOTS,3.13
WCALREOD,3.21
MHUL8HXO,3.19
LAMDM38I,3.18
2GE6JWLY,3.55
UTGYID7Q,3.23
Q2XRUTCA,3.25
W1CCHCBI,3.3
GIE4C2QE,3.75
5FKNKFSX,3.75
BV4G9SEJ,2.77
YC8HC7JG,3.35
4RL2M6HJ,3.22
WHPZI2Z2,3.71
4QIWIDSL,3.63
WTWAYQWP,3.06
19QOPXOG,2.37
EZCG7E7U,2.33
SWLU7ABX,2.48
YPDTHDY3,2.91
NPECFMM4,3.43
QJ5O8JW2,3.42
Z6K58DBQ,3.81
G3N3QGKA,3.11
LWUYYHUI,3.67
8P75P1ER,2.97
P2K7OULU,3.59
GBMNTEK2,3.3
YDOUACMM,3.21
NECQJ2DT,3.36
FZPT5TUS,3.29
KWRYXZDC,3.72
HGKWENMF,3.49
S6PNZ9RV,3.11
KF1FN8WO,3.25
VNJQTI7J,2.95
8W3X3LTO,3.51
WTFEKCWS,3.31
VBOCHJGZ,3.65
QC3XC8LM,3.6
MCJZ7ESY,3.42
WECW4BNO,3.14
NEPZHMU3,3.55
HXLZLTUU,3.29
PRUN9MHP,2.83
UAWCUKQN,3.3
JHP5VHSZ,3.81
AUBITSOG,3.21
AYAUIK7F,3.53
K8RHHF2H,3.32
MF9MUHYT,3.42
HHMACBZW,3.18
PDFKABKP,3.1
XJRUIAD4,3.15
FGNUDCNB,3.71
LEHP8XXI,2.84
WDYKLOAQ,3.73
K5JSQLCD,3.2
94UK69FR,3.7
GIX7QUWJ,3.18
BS6CPZBE,3.52
ZMXLVIWN,3.08
AKWN6RGQ,3.48
ZP8WB9LB,3.47
HAJMIMKJ,3.24
IGBC6JZ5,3.4
MUZAFANH,3.57
7UV5QTCI,3.2
FBCFLEB8,3.45
WMW6PJEJ,3.29
QXXWYKFR,3.38
NUFKYGHE,2.85
49XY9YRP,2.89
HUTNADQK,3.1
X6MQPBUC,3.4
UC1OCZTG,3.59
YDW6ZW3P,3.07
QHUWIRHH,3.12
8HKUGAEU,3.26
WVUA9LH9,2.23
Z6TFNFM6,2.67
U69P6XJK,2.32
6NBG6CJX,2.44
USKKFEQB,2.31
CJDBZEAF,2.97
RIPBTED4,2.67
Y6JDBT5Y,2.37
9BVSMMT8,2.99
AKFG6SBS,2.4
PDADP9NK,3.0
DHKFSNVD,3.25
KHTDMCDB,3.71
Q8UHEZBY,3.22
MIUSQIAJ,2.61
MWPMI7BB,2.91
TWXOP5W2,3.0
PZJS6HYZ,3.27
AZ2UNWYA,3.38
WB76X7IL,2.92
ZLCCVKRW,2.96
OQF9GTN4,3.07
YZK1QVWM,2.89
M1CFD772,2.74
W9L4AJGH,2.68
JOYAO6ET,3.34
38I429MZ,3.73
YXN3AD8L,2.9
PFFOEJFH,2.64
RZMKFUEQ,3.56
XJYD3DIC,2.8
NSXL6JSN,3.31
XEOTYCYB,2.75
W78EDQUN,3.3
ZYUUMOQR,3.16
E9YJZEKV,3.2
YAHRDQNO,3.04
A9CATRLJ,3.03
G1ETWG7J,3.28
FELRFELO,3.61
KM5SRCKZ,3.03
DBX3JMBJ,3.35
ECPETDQV,2.97
RUDUU55S,2.66
CXIYQTUP,2.87
U4AXAOPL,3.73
SC1SOFZ1,3.33
Q57CFAJI,3.34
PVHRETL9,3.36
DCWPVLKK,3.01
RAGWFXPK,3.63
HEPLOOBE,3.74
QMVPZHQM,3.22
2REWJOJW,3.11
DZL8OVNW,3.57
WGVAFV8Q,3.18
9K94XY6V,3.78
SHUMQ7ZJ,3.42
C3TVRN1Q,3.34
FDAHO3RD,3.26
87TLH6GH,3.39
UUDIWCQ5,3.67
IG5IQ6XD,3.21
CDNEJQTW,3.06
HLGBIECY,3.25
EJLFXD4N,3.31
L9FSVQ6I,3.51
LTJV2G2C,3.59
DJJXSYAF,3.45
SFGASIPC,3.48
DSX5SP2B,3.44
WU5Y5CL7,3.39
CS1IUGL4,3.69
KZJEQWC9,3.07
LLYLV8NZ,3.29
BFPLFGGI,3.39
KOR3MCDX,3.49
LMS1FESA,2.98
BYRXJK6J,3.43
YHPX2CVD,2.9
EHJ5BA8R,3.15
